order_id,order_date,seller_days,carrier_days,order_value,bottleneck,risk_level,delivery_status,recommended_action,priority
6e49598a67a4161d3fe1299418fe5d43,2018-01-23,15,12,833.08,Both,Critical,Late,Priority operations intervention,P1
389a9ea0a3b847e32aafa6fc297e2a9d,2018-06-12,13,14,828.65,Both,Critical,Late,Priority operations intervention,P1
28509a1c959e460948d32485cac51f9d,2017-12-04,8,42,823.0699999999999,Both,Critical,Late,Priority operations intervention,P1
f20cc6ac66becd9a2a6ed1cdff31c383,2018-01-26,11,9,822.04,Both,Critical,On Time,Priority operations intervention,P1
894378426814574808980ee678a0ca73,2017-11-11,16,14,819.0899999999999,Both,Critical,On Time,Priority operations intervention,P1
8349d82bb3c36734477e55a95e61e0b6,2017-09-16,11,12,818.33,Both,Critical,On Time,Priority operations intervention,P1
aff1be85595c5529e666a04a65b00c4b,2018-07-15,11,20,817.0799999999999,Both,Critical,On Time,Priority operations intervention,P1
26298a4e971b2abb0e472ae55f3a6cd0,2018-03-27,7,20,803.04,Both,Critical,Late,Priority operations intervention,P1
5ab86968467c65a96b9a6437e9e83164,2018-05-17,7,15,799.87,Both,Critical,Late,Priority operations intervention,P1
dd0611161b5da88aac7b99d9c6cd41d6,2018-01-31,6,21,797.66,Both,Critical,On Time,Priority operations intervention,P1
4b8790aad555862909b489f99383b16c,2018-04-24,15,12,794.4799999999999,Both,Critical,On Time,Priority operations intervention,P1
d99b8ff94ddb329c1d7e03ab9d9019e3,2018-02-09,6,32,793.09,Both,Critical,Late,Priority operations intervention,P1
f79bd0b3bacc5142f90f81a15b4a602c,2017-04-22,12,8,788.71,Both,Critical,On Time,Priority operations intervention,P1
5f4c8250b9e6ee47971e0b19da4aa0f2,2016-10-08,32,9,783.22,Both,Critical,On Time,Priority operations intervention,P1
2e5cfd97555ff101c1691c3a2d4f5bd0,2018-02-02,14,8,778.25,Both,Critical,On Time,Priority operations intervention,P1
d5bd26cb62e49fde71c09ef5039cf2f6,2018-02-27,9,20,777.24,Both,Critical,On Time,Priority operations intervention,P1
844c27433de65d38b642bf2350ea8054,2018-04-25,9,15,766.89,Both,Critical,On Time,Priority operations intervention,P1
2d40bdf3c32d416ae6d5d50e9e28e89c,2017-12-01,6,28,765.84,Both,Critical,Late,Priority operations intervention,P1
b529b5646a76c35baa0f143c06c4362a,2017-11-29,6,15,761.95,Both,Critical,On Time,Priority operations intervention,P1
dba8b25261a1f7f5e1f32b1203796812,2017-04-28,6,15,757.03,Both,Critical,On Time,Priority operations intervention,P1
30eb68f1adec947261593a874308f991,2017-10-09,7,16,756.49,Both,Critical,Late,Priority operations intervention,P1
c263211bd219538f7c031591e87ef0d7,2017-11-24,14,10,753.9399999999999,Both,Critical,On Time,Priority operations intervention,P1
e55ccf4e8ae6aa77431729b1bf96d741,2018-06-12,21,9,751.0800000000002,Both,Critical,Late,Priority operations intervention,P1
fba65f440e70a49fc76b781c48ca3e62,2018-02-20,14,9,745.51,Both,Critical,On Time,Priority operations intervention,P1
67e9625c39f8c6e529f81ad4c28acc5e,2017-02-10,46,10,742.47,Both,Critical,Late,Priority operations intervention,P1
8f578fbe296dae4b9f11a4996da9c47d,2017-07-05,9,34,741.44,Both,Critical,Late,Priority operations intervention,P1
58883d4d88a7a9be12c7343ecf8dcea5,2018-01-17,7,16,740.0300000000001,Both,Critical,On Time,Priority operations intervention,P1
47ea87f2edc83b2d8da91f354ed05d63,2017-02-13,8,20,738.65,Both,Critical,On Time,Priority operations intervention,P1
44d1b486970419d4e0ed66e154ece21f,2018-02-08,6,22,738.5699999999999,Both,Critical,On Time,Priority operations intervention,P1
eb951538a1e505560662159b6b4ef965,2017-12-01,21,18,738.53,Both,Critical,Late,Priority operations intervention,P1
c6d26341bec0769b3ccfa232c63b3675,2018-03-15,14,25,737.8499999999999,Both,Critical,On Time,Priority operations intervention,P1
7ccdf2db4cb80263b5535a6cfad598e8,2018-03-05,11,25,730.84,Both,Critical,Late,Priority operations intervention,P1
9781e9a5064f50e5bb4ce028b9f1963b,2018-02-17,6,27,725.99,Both,Critical,Late,Priority operations intervention,P1
d396adb7e51ca1bcb4a84cb786fee813,2017-07-03,9,20,722.05,Both,Critical,On Time,Priority operations intervention,P1
a41147091da0a907ca54accc4bf5b231,2017-11-01,8,28,719.65,Both,Critical,Late,Priority operations intervention,P1
248ed74704a24435e9ee328132047c41,2018-04-13,11,10,718.76,Both,Critical,On Time,Priority operations intervention,P1
de09bc4ff6a9de96b6895cd565f80e69,2017-03-11,9,28,716.65,Both,Critical,Late,Priority operations intervention,P1
8d4defaad3d1206dde5189a813b794f2,2018-02-24,6,21,710.59,Both,Critical,Late,Priority operations intervention,P1
83f0c4c6b1a3c31214ca8266dc888258,2018-01-27,13,12,708.29,Both,Critical,On Time,Priority operations intervention,P1
e3254323dd511d109978d37345cdcbae,2017-12-23,34,25,701.13,Both,Critical,Late,Priority operations intervention,P1
a0dd16fef84e1de7791dbac7e4020bad,2017-10-17,6,17,700.89,Both,Critical,On Time,Priority operations intervention,P1
0decd9643e5f685a9fc1bf05ab16a186,2018-03-06,14,13,696.61,Both,Critical,Late,Priority operations intervention,P1
6e6fe0a4ffa0d2ceb491628d18388697,2017-06-08,15,10,695.99,Both,Critical,On Time,Priority operations intervention,P1
f30607daae66843552e00843c6de88ef,2018-02-21,12,38,695.99,Both,Critical,Late,Priority operations intervention,P1
a94b9255b3c3ebd206b09a5625e39ea2,2017-06-04,9,17,695.99,Both,Critical,On Time,Priority operations intervention,P1
011108c8a3d6eee6807f48a2e639439f,2017-04-25,9,15,691.49,Both,Critical,Late,Priority operations intervention,P1
90d36c9ade58b86290e2b48ca7348cc2,2017-10-25,22,9,685.5600000000001,Both,Critical,Late,Priority operations intervention,P1
53d5259ef5bbe36d8c79dcf455328dba,2018-03-15,19,16,681.52,Both,Critical,On Time,Priority operations intervention,P1
5f5a937b8e63ac95df2db115354de971,2017-12-23,11,36,681.42,Both,Critical,Late,Priority operations intervention,P1
564e414f20390e6417f5e6c6ad3f095e,2017-12-20,6,17,681.42,Both,Critical,On Time,Priority operations intervention,P1
273ca519104461b29b7e89ebad868563,2017-09-21,15,11,680.26,Both,Critical,On Time,Priority operations intervention,P1
e7741e6bb1dfbc9d36e13da26d517d4c,2018-02-08,6,26,676.84,Both,Critical,Late,Priority operations intervention,P1
b32b873f99e4025c2e69eed86c1bcc97,2017-11-24,18,23,675.86,Both,Critical,Late,Priority operations intervention,P1
139c8eebc7139b2a1d860e4ea3d98b80,2018-01-20,20,11,674.22,Both,Critical,On Time,Priority operations intervention,P1
c5de257a3b1e0eccc238b501b939b9dd,2018-02-19,10,28,673.5,Both,Critical,Late,Priority operations intervention,P1
7bb05074b041c44496d524b3ee0af913,2017-11-28,18,18,670.85,Both,Critical,Late,Priority operations intervention,P1
85b65cf0a36d51265b279d78117ea65e,2017-10-19,22,10,669.3,Both,Critical,Late,Priority operations intervention,P1
d860631771a39cab8dbd1fd3c9d9b46b,2017-11-24,13,12,668.3,Both,Critical,Late,Priority operations intervention,P1
c75886866a89a0c9a04fbcd4699f3772,2017-09-27,9,15,667.99,Both,Critical,On Time,Priority operations intervention,P1
de1a0e5b80f69f235671980dc449d278,2018-01-16,8,27,667.99,Both,Critical,On Time,Priority operations intervention,P1
17774450f243f686546b04633a04dbdb,2017-12-16,6,31,666.6800000000001,Both,Critical,Late,Priority operations intervention,P1
d3a49dd2f9c21558b7a82c8f076f6c1d,2017-01-16,25,13,665.7,Both,Critical,On Time,Priority operations intervention,P1
1a9543c90f188e2e4fb14327ad4a9c9b,2018-01-30,17,28,662.3399999999999,Both,Critical,Late,Priority operations intervention,P1
cad5d696e0d7bf7f475ff4cb616e7cd1,2017-11-22,6,16,660.39,Both,Critical,On Time,Priority operations intervention,P1
20ece825fd1a3714c240d58a96df35ea,2017-12-19,38,32,659.84,Both,Critical,Late,Priority operations intervention,P1
9e8852e4c12fac659173a62c643a74e8,2017-04-27,18,10,658.6,Both,Critical,On Time,Priority operations intervention,P1
63a2ef605ed6a193d40b312ca1b014d5,2017-12-11,8,18,657.63,Both,Critical,On Time,Priority operations intervention,P1
8d23184181b28b55b4c150dec4f0f010,2017-11-03,11,17,654.38,Both,Critical,Late,Priority operations intervention,P1
e122415106f4ed9ba92695a54bca9889,2017-11-01,6,18,654.15,Both,Critical,On Time,Priority operations intervention,P1
5fd0b812a7ad786c02970c4223ef1dff,2017-09-06,16,28,648.82,Both,Critical,Late,Priority operations intervention,P1
d00fc126358622ba5ae0ba1a334b3bc5,2017-10-17,6,18,647.54,Both,Critical,Late,Priority operations intervention,P1
64961856ac3ecffc69c5714564e17d39,2017-12-14,26,16,639.98,Both,Critical,On Time,Priority operations intervention,P1
1dc15f1603f062d0d4b587b55dea3006,2017-12-09,12,14,639.98,Both,Critical,On Time,Priority operations intervention,P1
218078d00b6b6ad56df0e38236ed62a7,2017-12-07,8,24,639.98,Both,Critical,On Time,Priority operations intervention,P1
3f49c44f8daf2224823379331514a723,2017-09-20,7,24,638.66,Both,Critical,On Time,Priority operations intervention,P1
1b147191d6c1f8ce8f2cf5d52f3e9c49,2017-06-20,7,30,636.74,Both,Critical,Late,Priority operations intervention,P1
bb8d02c6bd5c148f41176b66ee1ae726,2018-08-02,7,15,636.1800000000001,Both,Critical,Late,Priority operations intervention,P1
b2dddd3ac6945bfb4a4a8b336d830a64,2018-03-06,6,23,635.92,Both,Critical,On Time,Priority operations intervention,P1
bd6dce6c4936210f8fd197e2ba523fae,2018-01-15,7,30,631.71,Both,Critical,Late,Priority operations intervention,P1
3db26f82a9173b4f87df15e4b6028954,2018-06-05,13,10,630.4399999999999,Both,Critical,On Time,Priority operations intervention,P1
67f3b828f1f998df84200e854c3119e1,2018-05-13,17,9,630.09,Both,Critical,On Time,Priority operations intervention,P1
104d88e666e2ec697eee4ce419862e5a,2018-05-15,15,9,630.09,Both,Critical,On Time,Priority operations intervention,P1
ca710aeaf469a14db2f46bf1bf7f5c54,2018-02-17,25,19,623.1,Both,Critical,Late,Priority operations intervention,P1
a0d699e2e7598ef4a849c8089f3c1277,2017-12-23,10,56,619.34,Both,Critical,Late,Priority operations intervention,P1
f9dacb87560bf2a37dfc69ef1c0d4e08,2017-12-09,10,29,618.88,Both,Critical,Late,Priority operations intervention,P1
6dedf40fe422e8f0ae38641d2ed11f22,2018-03-05,7,39,616.94,Both,Critical,Late,Priority operations intervention,P1
b36ad36000bcccc8dbefea10204348d5,2018-01-16,7,23,615.01,Both,Critical,On Time,Priority operations intervention,P1
1cdeb72a3ac42cd76c1fad6af0b4b317,2017-05-15,11,28,614.38,Both,Critical,On Time,Priority operations intervention,P1
e63271442e778d83ae9868408c1028e7,2018-05-28,9,21,611.81,Both,Critical,On Time,Priority operations intervention,P1
484dd80590c70c987e3f3a2690673090,2018-03-20,23,12,611.6800000000001,Both,Critical,On Time,Priority operations intervention,P1
2eabf18a592d25bccb2e8778a7ea08e4,2017-12-20,13,13,610.8,Both,Critical,On Time,Priority operations intervention,P1
6c690f3acecd6d2c000b1a67a1a699c3,2017-11-24,6,26,610.63,Both,Critical,Late,Priority operations intervention,P1
4db6394e792193904621c7cab3e2120f,2018-01-29,7,18,609.5,Both,Critical,Late,Priority operations intervention,P1
32a9917a34f07cd1a2c04102e4989e4f,2018-02-17,6,18,608.88,Both,Critical,On Time,Priority operations intervention,P1
99986880076491bbfa81921df6b676f2,2017-11-06,16,10,600.74,Both,Critical,On Time,Priority operations intervention,P1
aec4f42c8ecc65ba995a4ebcd0e1de2d,2017-12-18,39,10,600.43,Both,Critical,Late,Priority operations intervention,P1
aa078289a37e7fc6858559006061646d,2017-12-21,36,12,600.43,Both,Critical,Late,Priority operations intervention,P1
bc6f0d20151b72e478b552a053707ec6,2017-12-15,35,20,600.43,Both,Critical,Late,Priority operations intervention,P1
31f64c63fe5b7363cb0ba4cda8110f44,2017-12-19,31,12,600.43,Both,Critical,Late,Priority operations intervention,P1
29c3b79aace1b72a82b1232bf494e16f,2017-12-16,30,103,600.43,Both,Critical,Late,Priority operations intervention,P1
9e4429e3ca6daefcb5a085302eb4d9a9,2017-12-08,13,16,600.43,Both,Critical,On Time,Priority operations intervention,P1
aa69d26fefa39766fb36a91d0de4d7c9,2017-12-08,7,15,600.43,Both,Critical,On Time,Priority operations intervention,P1
257b9cbebe66bbd37b4233212ec1a909,2018-02-04,15,28,597.44,Both,Critical,On Time,Priority operations intervention,P1
6066a9bffba977ef146cf6f56ce9bd5b,2017-12-18,39,10,596.27,Both,Critical,Late,Priority operations intervention,P1
8cb5fe50fcb1a1155fa2f27857895eaf,2017-12-14,26,41,596.27,Both,Critical,Late,Priority operations intervention,P1
f59c32918a7251cf643f2ced55337569,2017-12-14,26,15,596.27,Both,Critical,Late,Priority operations intervention,P1
58be29292eff76e98cd5063f83ed7c51,2017-12-06,9,25,596.27,Both,Critical,Late,Priority operations intervention,P1
504779028c4065be89d73e2b2aac60e2,2017-03-21,13,8,595.94,Both,Critical,On Time,Priority operations intervention,P1
a078dc6e0c09350ed278918b2d30a5e7,2017-07-28,24,9,595.59,Both,Critical,Late,Priority operations intervention,P1
ac4b7ecdaaa68d5c37e626e9a1f49005,2018-05-03,6,15,595.49,Both,Critical,On Time,Priority operations intervention,P1
69d4b792fad7f4acff2e38e426f5e3ea,2018-04-04,6,29,594.69,Both,Critical,Late,Priority operations intervention,P1
2631dba338efbcea9c3ace77ce210c01,2016-10-06,55,15,594.46,Both,Critical,On Time,Priority operations intervention,P1
99f59289c097596a1a30bd181430f2b0,2018-02-16,7,26,592.49,Both,Critical,On Time,Priority operations intervention,P1
a04b6ad9c324577c000835fca4587931,2018-02-08,11,8,592.16,Both,Critical,On Time,Priority operations intervention,P1
